Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Høyeste middelvind (1 t)
Bergen - Florida;SN50540;05.04.2021 10:00;0,2;2,5;0,7;11,3
Bergen - Florida;SN50540;05.04.2021 11:00;0;4,7;2,6;8,3
Bergen - Florida;SN50540;05.04.2021 12:00;0;5,6;3,9;9,6
Bergen - Florida;SN50540;05.04.2021 13:00;0;6,2;4;9,9
Bergen - Florida;SN50540;05.04.2021 14:00;0,7;3,9;1;10,2
Bergen - Florida;SN50540;05.04.2021 15:00;0,5;4,3;1,4;11,5
Bergen - Florida;SN50540;05.04.2021 16:00;0,7;2,7;0,6;11,6
Bergen - Florida;SN50540;05.04.2021 17:00;0,1;3,4;1,8;12,1
Bergen - Florida;SN50540;05.04.2021 18:00;0;2,7;2,1;12,1
Bergen - Florida;SN50540;05.04.2021 19:00;0,7;2,1;0,9;9
Bergen - Florida;SN50540;05.04.2021 20:00;0,1;2,3;1;12,6
Bergen - Florida;SN50540;05.04.2021 21:00;0,6;1,7;0,4;14,1
Bergen - Florida;SN50540;05.04.2021 22:00;0,2;1,9;0,6;9,6
Bergen - Florida;SN50540;05.04.2021 23:00;0,7;2,1;1,3;10,7
Bergen - Florida;SN50540;06.04.2021 00:00;0,1;1,9;1,3;11,5
Bergen - Florida;SN50540;06.04.2021 01:00;0,1;1,8;0,9;12,4
Bergen - Florida;SN50540;06.04.2021 02:00;0,7;1,9;0,8;11,2
Bergen - Florida;SN50540;06.04.2021 03:00;0,6;0,8;0,6;9
Bergen - Florida;SN50540;06.04.2021 04:00;0,1;1,2;0,6;8,8
Bergen - Florida;SN50540;06.04.2021 05:00;0,1;1,1;0,2;8,3
Bergen - Florida;SN50540;06.04.2021 06:00;0,1;1,2;0,1;10,1
Bergen - Florida;SN50540;06.04.2021 07:00;0,1;1,5;0,2;9,7
Bergen - Florida;SN50540;06.04.2021 08:00;0,1;2,1;1,4;9,9
Bergen - Florida;SN50540;06.04.2021 09:00;0,1;3,2;2;9
Bergen - Florida;SN50540;06.04.2021 10:00;0,1;3;1,6;10,3
Bergen - Florida;SN50540;06.04.2021 11:00;0,1;3,5;1,9;9,2
Bergen - Florida;SN50540;06.04.2021 12:00;0,5;2,7;0,8;10,5
Bergen - Florida;SN50540;06.04.2021 13:00;1;2,8;0,8;10
Bergen - Florida;SN50540;06.04.2021 14:00;0;6;2,7;8,5
Bergen - Florida;SN50540;06.04.2021 15:00;0;6,1;3,9;6,8
Bergen - Florida;SN50540;06.04.2021 16:00;0,2;4,1;3,5;3,9
Bergen - Florida;SN50540;06.04.2021 17:00;0;4,9;3,7;1,7
Bergen - Florida;SN50540;06.04.2021 18:00;0;5,1;3,8;2,1
Bergen - Florida;SN50540;06.04.2021 19:00;0;4,1;3,7;1,6
Bergen - Florida;SN50540;06.04.2021 20:00;0;3,7;3,3;1,9
Bergen - Florida;SN50540;06.04.2021 21:00;0;3,3;2,8;1,7
Bergen - Florida;SN50540;06.04.2021 22:00;0;3;2,8;2,2
Bergen - Florida;SN50540;06.04.2021 23:00;0;3;2,9;1,7
Bergen - Florida;SN50540;07.04.2021 00:00;0;3,1;2,9;4,5
Bergen - Florida;SN50540;07.04.2021 01:00;0;3,4;3,2;6,1
Bergen - Florida;SN50540;07.04.2021 02:00;0;3,8;3,4;5,4
Bergen - Florida;SN50540;07.04.2021 03:00;0;3,9;2,8;8,9
Bergen - Florida;SN50540;07.04.2021 04:00;0,4;2,8;2,1;6,9
Bergen - Florida;SN50540;07.04.2021 05:00;0,1;2,3;2,2;7,3
Bergen - Florida;SN50540;07.04.2021 06:00;0,1;2,3;1,9;7,6
Bergen - Florida;SN50540;07.04.2021 07:00;0;2,4;2;7,7
Bergen - Florida;SN50540;07.04.2021 08:00;0;2,7;2,4;8,8
Bergen - Florida;SN50540;07.04.2021 09:00;0;3,3;2,5;7,8
Bergen - Florida;SN50540;07.04.2021 10:00;0;4,1;3,2;8,8
Bergen - Florida;SN50540;07.04.2021 11:00;0;4,5;3,8;9,1
Bergen - Florida;SN50540;07.04.2021 12:00;0;6,2;4,5;9,7
Bergen - Florida;SN50540;07.04.2021 13:00;0;6,4;5,1;10,2
Bergen - Florida;SN50540;07.04.2021 14:00;0;6,9;4,2;11,2
Bergen - Florida;SN50540;07.04.2021 15:00;0;6,9;5,1;10,9
Bergen - Florida;SN50540;07.04.2021 16:00;0,1;6,2;4,2;9,3
Bergen - Florida;SN50540;07.04.2021 17:00;0;6,1;3,7;10,4
Bergen - Florida;SN50540;07.04.2021 18:00;0;3,8;2,4;9,7
Bergen - Florida;SN50540;07.04.2021 19:00;0,1;2,4;1,9;7,8
Bergen - Florida;SN50540;07.04.2021 20:00;0;2,2;1,7;5,1
Bergen - Florida;SN50540;07.04.2021 21:00;0;2,1;1,8;5,3
Bergen - Florida;SN50540;07.04.2021 22:00;0;1,9;1,2;4,6
Bergen - Florida;SN50540;07.04.2021 23:00;0;1,2;-0,1;1,9
Bergen - Florida;SN50540;08.04.2021 00:00;0,2;1,1;0,2;3,8
Bergen - Florida;SN50540;08.04.2021 01:00;0,1;1;0,4;2,5
Bergen - Florida;SN50540;08.04.2021 02:00;0;0,4;-0,4;2,9
Bergen - Florida;SN50540;08.04.2021 03:00;0,1;-0,2;-0,6;3,2
Bergen - Florida;SN50540;08.04.2021 04:00;0,3;-0,1;-0,5;2,5
Bergen - Florida;SN50540;08.04.2021 05:00;0;-0,3;-0,6;2,9
Bergen - Florida;SN50540;08.04.2021 06:00;0;0,2;-0,4;4,1
Bergen - Florida;SN50540;08.04.2021 07:00;0,1;0,8;0,2;5,2
Bergen - Florida;SN50540;08.04.2021 08:00;0,1;1,2;0,5;5
Bergen - Florida;SN50540;08.04.2021 09:00;0;1,9;1,2;6,7
Bergen - Florida;SN50540;08.04.2021 10:00;0,1;1,7;1,3;6,4
Bergen - Florida;SN50540;08.04.2021 11:00;0,3;1,4;1,1;7,1
Bergen - Florida;SN50540;08.04.2021 12:00;0,7;1,3;0,9;7,4
Bergen - Florida;SN50540;08.04.2021 13:00;1,6;1;0,9;8,1
Bergen - Florida;SN50540;08.04.2021 14:00;2,4;1;0,9;7,9
Bergen - Florida;SN50540;08.04.2021 15:00;2,2;1,6;1;7,5
Bergen - Florida;SN50540;08.04.2021 16:00;3,2;2,1;1,6;7,8
Bergen - Florida;SN50540;08.04.2021 17:00;3,1;3,7;2,1;9
Bergen - Florida;SN50540;08.04.2021 18:00;1,4;5,9;3,7;7,3
Bergen - Florida;SN50540;08.04.2021 19:00;2,6;6;4;6,7
Bergen - Florida;SN50540;08.04.2021 20:00;0,5;4,1;4;4,7
Bergen - Florida;SN50540;08.04.2021 21:00;0,5;4,3;4,1;6,6
Bergen - Florida;SN50540;08.04.2021 22:00;0;4,2;3,9;5,5
Bergen - Florida;SN50540;08.04.2021 23:00;0,1;4,3;3,8;5,4
Bergen - Florida;SN50540;09.04.2021 00:00;0;4,4;3,8;8
Bergen - Florida;SN50540;09.04.2021 01:00;1,5;4,3;2,7;8
Bergen - Florida;SN50540;09.04.2021 02:00;0,4;3,8;3;8,5
Bergen - Florida;SN50540;09.04.2021 03:00;0,3;4,2;3,8;8,1
Bergen - Florida;SN50540;09.04.2021 04:00;1,3;4,2;3,6;7,6
Bergen - Florida;SN50540;09.04.2021 05:00;0,5;4,4;3,8;8
Bergen - Florida;SN50540;09.04.2021 06:00;0,1;4,3;4,1;8,7
Bergen - Florida;SN50540;09.04.2021 07:00;0,2;4,1;3,4;11,5
Bergen - Florida;SN50540;09.04.2021 08:00;0;3,9;3,5;13
Bergen - Florida;SN50540;09.04.2021 09:00;0,3;4;2,7;13,7
Bergen - Florida;SN50540;09.04.2021 10:00;0,3;5,6;2,8;11,4
Bergen - Florida;SN50540;09.04.2021 11:00;0;5,9;4,1;12,3
Bergen - Florida;SN50540;09.04.2021 12:00;0;6,4;5,5;9,9
Bergen - Florida;SN50540;09.04.2021 13:00;0;6,7;5;8,7
Bergen - Florida;SN50540;09.04.2021 14:00;0;7,4;5;6,8
Bergen - Florida;SN50540;09.04.2021 15:00;0;6,6;3,9;7,2
Bergen - Florida;SN50540;09.04.2021 16:00;0,9;5,2;1,8;6,6
Bergen - Florida;SN50540;09.04.2021 17:00;0;4,8;2;4,8
Bergen - Florida;SN50540;09.04.2021 18:00;0,3;5,2;1,9;7,3
Bergen - Florida;SN50540;09.04.2021 19:00;0,3;1,9;1,3;6
Bergen - Florida;SN50540;09.04.2021 20:00;1,1;1,4;0,7;2,6
Bergen - Florida;SN50540;09.04.2021 21:00;0;0,9;0,5;3,8
Bergen - Florida;SN50540;09.04.2021 22:00;1,4;1,1;0,7;4,6
Bergen - Florida;SN50540;09.04.2021 23:00;2,4;0,7;0,4;1,9
Bergen - Florida;SN50540;10.04.2021 00:00;0,3;0,6;0,4;1,4
Bergen - Florida;SN50540;10.04.2021 01:00;0,3;1,1;0,6;3,2
Bergen - Florida;SN50540;10.04.2021 02:00;0,3;1;0,7;2,2
Bergen - Florida;SN50540;10.04.2021 03:00;0,1;0,8;0,6;1,7
Bergen - Florida;SN50540;10.04.2021 04:00;0,3;0,7;0,4;2,5
Bergen - Florida;SN50540;10.04.2021 05:00;0,9;0,7;0,5;2,7
Bergen - Florida;SN50540;10.04.2021 06:00;0;1;0,5;3,4
Bergen - Florida;SN50540;10.04.2021 07:00;0;1,4;1;6,1
Bergen - Florida;SN50540;10.04.2021 08:00;0,7;2;1,4;3,1
Bergen - Florida;SN50540;10.04.2021 09:00;0,2;3,8;1,1;5,3
Bergen - Florida;SN50540;10.04.2021 10:00;0,5;4;1,2;2,6
Bergen - Florida;SN50540;10.04.2021 11:00;0;3,7;2,2;1,8
Bergen - Florida;SN50540;10.04.2021 12:00;0;7,1;3,6;3,7
Bergen - Florida;SN50540;10.04.2021 13:00;0,1;4,7;2,9;5,4
Bergen - Florida;SN50540;10.04.2021 14:00;0;7,1;4,2;4,7
Bergen - Florida;SN50540;10.04.2021 15:00;0,1;7,4;5;4,7
Bergen - Florida;SN50540;10.04.2021 16:00;0,7;6,3;2,1;6,4
Bergen - Florida;SN50540;10.04.2021 17:00;0;5;2,9;1,8
Bergen - Florida;SN50540;10.04.2021 18:00;0,3;4,7;3,1;3,7
Bergen - Florida;SN50540;10.04.2021 19:00;0;3,5;2,2;2
Bergen - Florida;SN50540;10.04.2021 20:00;0;2,8;1,1;3,5
Bergen - Florida;SN50540;10.04.2021 21:00;0;1,6;0,9;1,6
Bergen - Florida;SN50540;10.04.2021 22:00;0;1,4;0,9;3,1
Bergen - Florida;SN50540;10.04.2021 23:00;0;0,9;0,5;2,4
Bergen - Florida;SN50540;11.04.2021 00:00;0,1;1;0,5;4
Bergen - Florida;SN50540;11.04.2021 01:00;0;0,9;0,4;4,3
Bergen - Florida;SN50540;11.04.2021 02:00;0;0,4;-0,4;2,5
Bergen - Florida;SN50540;11.04.2021 03:00;0;-0,1;-0,6;2,6
Bergen - Florida;SN50540;11.04.2021 04:00;0;-0,4;-0,6;2,4
Bergen - Florida;SN50540;11.04.2021 05:00;0;-0,6;-0,9;1,4
Bergen - Florida;SN50540;11.04.2021 06:00;0;-0,3;-0,8;1,5
Bergen - Florida;SN50540;11.04.2021 07:00;0;-0,1;-0,4;1,1
Bergen - Florida;SN50540;11.04.2021 08:00;0;2,6;-0,2;1,1
Bergen - Florida;SN50540;11.04.2021 09:00;0;4;2,3;1,9
Bergen - Florida;SN50540;11.04.2021 10:00;0;4,8;3,8;4,6
Bergen - Florida;SN50540;11.04.2021 11:00;0;5,7;4,9;3,7
Bergen - Florida;SN50540;11.04.2021 12:00;0;6,2;5,2;3,5
Bergen - Florida;SN50540;11.04.2021 13:00;0;6,7;5,8;4,6
Bergen - Florida;SN50540;11.04.2021 14:00;0;7,2;6,5;4,6
Bergen - Florida;SN50540;11.04.2021 15:00;0;7,8;7;2,7
Bergen - Florida;SN50540;11.04.2021 16:00;0;7,8;6,9;3,3
Bergen - Florida;SN50540;11.04.2021 17:00;0;8,1;6,9;3,2
Bergen - Florida;SN50540;11.04.2021 18:00;0;7,6;6,7;3,3
Bergen - Florida;SN50540;11.04.2021 19:00;0;7;5,7;2,2
Bergen - Florida;SN50540;11.04.2021 20:00;0;5,7;4,6;2,5
Bergen - Florida;SN50540;11.04.2021 21:00;0;4,6;4,2;3,5
Bergen - Florida;SN50540;11.04.2021 22:00;0;4,5;3,9;3,3
Bergen - Florida;SN50540;11.04.2021 23:00;0;4,4;3,7;2,3
Bergen - Florida;SN50540;12.04.2021 00:00;0;4,8;4,4;4,6
Bergen - Florida;SN50540;12.04.2021 01:00;0;5;4,6;5,4
Bergen - Florida;SN50540;12.04.2021 02:00;0;4,9;4,3;4,9
Bergen - Florida;SN50540;12.04.2021 03:00;0;4,5;4,1;2,6
Bergen - Florida;SN50540;12.04.2021 04:00;0;4,7;4,1;6
Bergen - Florida;SN50540;12.04.2021 05:00;0;4,7;4,5;5,5
Bergen - Florida;SN50540;12.04.2021 06:00;0;4,9;4,6;5,7
Bergen - Florida;SN50540;12.04.2021 07:00;0;5,1;4,7;6,2
Bergen - Florida;SN50540;12.04.2021 08:00;0;5,5;4,7;5,1
Bergen - Florida;SN50540;12.04.2021 09:00;0;8,2;5,5;3,3
Bergen - Florida;SN50540;12.04.2021 10:00;0;8,7;7,4;4,8
Bergen - Florida;SN50540;12.04.2021 11:00;0;8,2;7,1;7,2
Bergen - Florida;SN50540;12.04.2021 12:00;0;9,4;8,2;6,2
Bergen - Florida;SN50540;12.04.2021 13:00;0;10,7;9,1;3,9
Bergen - Florida;SN50540;12.04.2021 14:00;0;11,3;8,6;5,1
Bergen - Florida;SN50540;12.04.2021 15:00;0;10,5;9,6;6,7
Bergen - Florida;SN50540;12.04.2021 16:00;0;10,2;9,6;6,1
Bergen - Florida;SN50540;12.04.2021 17:00;0;9,7;8,3;6,6
Bergen - Florida;SN50540;12.04.2021 18:00;0;8,3;7,4;6,4
Bergen - Florida;SN50540;12.04.2021 19:00;0;7,7;7;8
Bergen - Florida;SN50540;12.04.2021 20:00;0;7;5,7;7,5
Bergen - Florida;SN50540;12.04.2021 21:00;0;5,7;5,2;4,9
Bergen - Florida;SN50540;12.04.2021 22:00;0;5,3;4,2;3,7
Bergen - Florida;SN50540;12.04.2021 23:00;0;4,6;4,2;5,2
Bergen - Florida;SN50540;13.04.2021 00:00;0;4,5;3,9;4,9
Bergen - Florida;SN50540;13.04.2021 01:00;0;3,9;3;4,4
Bergen - Florida;SN50540;13.04.2021 02:00;0;3,3;2,7;6,6
Bergen - Florida;SN50540;13.04.2021 03:00;0;3,2;2,9;6,8
Bergen - Florida;SN50540;13.04.2021 04:00;0;3,2;2,4;5,8
Bergen - Florida;SN50540;13.04.2021 05:00;0;2,8;2,3;5,4
Bergen - Florida;SN50540;13.04.2021 06:00;0;2,6;2;3,8
Bergen - Florida;SN50540;13.04.2021 07:00;0;3;2;4,4
Bergen - Florida;SN50540;13.04.2021 08:00;0;5,6;3;5,3
Bergen - Florida;SN50540;13.04.2021 09:00;0;6;4,9;5,4
Bergen - Florida;SN50540;13.04.2021 10:00;0;6,8;5,5;5,5
Bergen - Florida;SN50540;13.04.2021 11:00;0;7,7;6,2;6,6
Bergen - Florida;SN50540;13.04.2021 12:00;0;8,4;6,4;7,4
Bergen - Florida;SN50540;13.04.2021 13:00;0;8,4;7,2;7,1
Bergen - Florida;SN50540;13.04.2021 14:00;0;9,2;5,5;7,2
Bergen - Florida;SN50540;13.04.2021 15:00;0,1;8,3;5,3;7,7
Bergen - Florida;SN50540;13.04.2021 16:00;0;7,5;6;7,4
Bergen - Florida;SN50540;13.04.2021 17:00;0;7,2;6,4;7,3
Bergen - Florida;SN50540;13.04.2021 18:00;0;6,4;5,4;6,9
Bergen - Florida;SN50540;13.04.2021 19:00;0;5,4;4,7;6
Bergen - Florida;SN50540;13.04.2021 20:00;0;4,7;4;5,2
Bergen - Florida;SN50540;13.04.2021 21:00;0;4;3,8;4,7
Bergen - Florida;SN50540;13.04.2021 22:00;0;3,9;3,7;3,3
Bergen - Florida;SN50540;13.04.2021 23:00;0;3,8;3,6;3,2
Bergen - Florida;SN50540;14.04.2021 00:00;0;3,7;3;2,2
Bergen - Florida;SN50540;14.04.2021 01:00;0;3,5;3;1,4
Bergen - Florida;SN50540;14.04.2021 02:00;0;3,2;2,8;2,7
Bergen - Florida;SN50540;14.04.2021 03:00;0;2,8;1,9;2,6
Bergen - Florida;SN50540;14.04.2021 04:00;0;2,1;1,9;2,8
Bergen - Florida;SN50540;14.04.2021 05:00;0;2,1;1,8;2,5
Bergen - Florida;SN50540;14.04.2021 06:00;0,4;2,6;2,1;2,7
Bergen - Florida;SN50540;14.04.2021 07:00;0,4;2,3;2,1;2,5
Bergen - Florida;SN50540;14.04.2021 08:00;1;2,4;2;2,5
Bergen - Florida;SN50540;14.04.2021 09:00;0,5;2,9;1,9;3,2
Bergen - Florida;SN50540;14.04.2021 10:00;0;4;3;3,3
Bergen - Florida;SN50540;14.04.2021 11:00;0;4,7;4,1;3,9
Bergen - Florida;SN50540;14.04.2021 12:00;0;6,2;4,5;1,8
Bergen - Florida;SN50540;14.04.2021 13:00;0;8,1;6,1;1,4
Bergen - Florida;SN50540;14.04.2021 14:00;0;7,9;6,9;2,8
Bergen - Florida;SN50540;14.04.2021 15:00;0;7,3;6,2;3,9
Bergen - Florida;SN50540;14.04.2021 16:00;0;7,6;6,6;2,4
Bergen - Florida;SN50540;14.04.2021 17:00;0;7,5;7,1;2,8
Bergen - Florida;SN50540;14.04.2021 18:00;0;7,9;7,1;3
Bergen - Florida;SN50540;14.04.2021 19:00;0;7,6;6,3;3
Bergen - Florida;SN50540;14.04.2021 20:00;0;6,3;5,5;3,1
Bergen - Florida;SN50540;14.04.2021 21:00;0;5,5;4,5;2,3
Bergen - Florida;SN50540;14.04.2021 22:00;0;4,5;3,3;1,5
Bergen - Florida;SN50540;14.04.2021 23:00;0;3,6;2,6;1,7
Bergen - Florida;SN50540;15.04.2021 00:00;0;2,5;1,7;1,4
Bergen - Florida;SN50540;15.04.2021 01:00;0;2;1,7;1,9
Bergen - Florida;SN50540;15.04.2021 02:00;0;2,4;1,5;3,4
Bergen - Florida;SN50540;15.04.2021 03:00;0;1,6;1;1,7
Bergen - Florida;SN50540;15.04.2021 04:00;0;1,3;0,6;1,6
Bergen - Florida;SN50540;15.04.2021 05:00;0;1,4;0,6;2,6
Bergen - Florida;SN50540;15.04.2021 06:00;0;0,6;-0,2;1,4
Bergen - Florida;SN50540;15.04.2021 07:00;0;0,8;0;1,9
Bergen - Florida;SN50540;15.04.2021 08:00;0;3,8;0,7;1,1
Bergen - Florida;SN50540;15.04.2021 09:00;0;6,5;3,9;1,7
Bergen - Florida;SN50540;15.04.2021 10:00;0;7,9;6,5;1,3
Bergen - Florida;SN50540;15.04.2021 11:00;0;9,7;8;3,7
Bergen - Florida;SN50540;15.04.2021 12:00;0;11,3;9,7;2,7
Bergen - Florida;SN50540;15.04.2021 13:00;0;11,5;10,5;3,1
Bergen - Florida;SN50540;15.04.2021 14:00;0;11,5;10,5;4,5
Bergen - Florida;SN50540;15.04.2021 15:00;0;11,4;10,4;5
Bergen - Florida;SN50540;15.04.2021 16:00;0;11,1;10;5,1
Bergen - Florida;SN50540;15.04.2021 17:00;0;10,5;10;4,5
Bergen - Florida;SN50540;15.04.2021 18:00;0;10,1;9,6;3,6
Bergen - Florida;SN50540;15.04.2021 19:00;0;9,7;8,2;2,8
Bergen - Florida;SN50540;15.04.2021 20:00;0;8,2;6,4;3
Bergen - Florida;SN50540;15.04.2021 21:00;0;6,4;4,6;1,7
Bergen - Florida;SN50540;15.04.2021 22:00;0;4,5;3,9;1,9
Bergen - Florida;SN50540;15.04.2021 23:00;0;3,9;3,1;1,4
Bergen - Florida;SN50540;16.04.2021 00:00;0;4,1;3,5;1,7
Bergen - Florida;SN50540;16.04.2021 01:00;0;3,7;3,4;1
Bergen - Florida;SN50540;16.04.2021 02:00;0;3,6;3,3;0,8
Bergen - Florida;SN50540;16.04.2021 03:00;0;3,6;3,3;1
Bergen - Florida;SN50540;16.04.2021 04:00;0;3,4;2,6;0,9
Bergen - Florida;SN50540;16.04.2021 05:00;0;2,8;1,9;1,5
Bergen - Florida;SN50540;16.04.2021 06:00;0;2,1;1,5;1,6
Bergen - Florida;SN50540;16.04.2021 07:00;0;3,8;2,2;0,9
Bergen - Florida;SN50540;16.04.2021 08:00;0;6,8;3,8;0,7
Bergen - Florida;SN50540;16.04.2021 09:00;0;8,6;6,8;1,2
Bergen - Florida;SN50540;16.04.2021 10:00;0;10;8,6;1,6
Bergen - Florida;SN50540;16.04.2021 11:00;0;11,1;9,5;1,8
Bergen - Florida;SN50540;16.04.2021 12:00;0,1;12,5;10,2;2,9
Bergen - Florida;SN50540;16.04.2021 13:00;0;13;12,1;3,2
Bergen - Florida;SN50540;16.04.2021 14:00;0;13,4;11,8;3,6
Bergen - Florida;SN50540;16.04.2021 15:00;0;12,9;11,9;4
Bergen - Florida;SN50540;16.04.2021 16:00;0;13,4;11,9;3,6
Bergen - Florida;SN50540;16.04.2021 17:00;0;13,4;11,7;4
Bergen - Florida;SN50540;16.04.2021 18:00;0;12,3;11;4,2
Bergen - Florida;SN50540;16.04.2021 19:00;0;11,1;9,3;4
Bergen - Florida;SN50540;16.04.2021 20:00;0;9,3;7,2;3
Bergen - Florida;SN50540;16.04.2021 21:00;0;7,1;5,9;2
Bergen - Florida;SN50540;16.04.2021 22:00;0;6;4,7;1,3
Bergen - Florida;SN50540;16.04.2021 23:00;0;4,8;3,8;1,1
Bergen - Florida;SN50540;17.04.2021 00:00;0;3,9;3,1;1,1
Bergen - Florida;SN50540;17.04.2021 01:00;0;3,6;2;0,9
Bergen - Florida;SN50540;17.04.2021 02:00;0;2,6;1,8;0,6
Bergen - Florida;SN50540;17.04.2021 03:00;0;2,5;1,6;0,9
Bergen - Florida;SN50540;17.04.2021 04:00;0;2,3;1,4;1,1
Bergen - Florida;SN50540;17.04.2021 05:00;0;1,7;0,9;1
Bergen - Florida;SN50540;17.04.2021 06:00;0;1,5;1,1;0,5
Bergen - Florida;SN50540;17.04.2021 07:00;0;2;0,8;0,6
Bergen - Florida;SN50540;17.04.2021 08:00;0;5,8;2,1;0,6
Bergen - Florida;SN50540;17.04.2021 09:00;0;8,9;5,8;0,8
Bergen - Florida;SN50540;17.04.2021 10:00;0;11;8,5;1,7
Bergen - Florida;SN50540;17.04.2021 11:00;0;12,3;10,7;2,3
Bergen - Florida;SN50540;17.04.2021 12:00;0;13,9;12,3;2,4
Bergen - Florida;SN50540;17.04.2021 13:00;0;14,9;13,4;2,5
Bergen - Florida;SN50540;17.04.2021 14:00;0;15,8;13,9;3,6
Bergen - Florida;SN50540;17.04.2021 15:00;0;15,1;13,6;3,8
Bergen - Florida;SN50540;17.04.2021 16:00;0;15,7;14,2;2,6
Bergen - Florida;SN50540;17.04.2021 17:00;0;16;15;3,4
Bergen - Florida;SN50540;17.04.2021 18:00;0;14,9;13,7;3,8
Bergen - Florida;SN50540;17.04.2021 19:00;0;13,8;11,9;2,6
Bergen - Florida;SN50540;17.04.2021 20:00;0;11,9;9,6;2
Bergen - Florida;SN50540;17.04.2021 21:00;0;9,5;7,9;1,2
Bergen - Florida;SN50540;17.04.2021 22:00;0;7,8;6,6;1,4
Bergen - Florida;SN50540;17.04.2021 23:00;0;7;6,4;1
Bergen - Florida;SN50540;18.04.2021 00:00;0;6,4;5,5;0,6
Bergen - Florida;SN50540;18.04.2021 01:00;0;5,9;5;0,7
Bergen - Florida;SN50540;18.04.2021 02:00;0;5,4;4,6;1
Bergen - Florida;SN50540;18.04.2021 03:00;0;4,9;3,9;0,9
Bergen - Florida;SN50540;18.04.2021 04:00;0;4,2;3,7;1
Bergen - Florida;SN50540;18.04.2021 05:00;0;3,9;3,4;0,7
Bergen - Florida;SN50540;18.04.2021 06:00;0;3,6;3,4;1,7
Bergen - Florida;SN50540;18.04.2021 07:00;0;4,4;3,4;1,2
Bergen - Florida;SN50540;18.04.2021 08:00;0;7,5;4,4;0,6
Bergen - Florida;SN50540;18.04.2021 09:00;0;10,7;7,5;0,7
Bergen - Florida;SN50540;18.04.2021 10:00;0;13,4;10,8;0,7
Bergen - Florida;SN50540;18.04.2021 11:00;0;15,8;13,4;1,7
Bergen - Florida;SN50540;18.04.2021 12:00;0;17,2;15,8;2,3
Bergen - Florida;SN50540;18.04.2021 13:00;0;17,9;16,2;2,6
Bergen - Florida;SN50540;18.04.2021 14:00;0;18;17,3;3,4
Bergen - Florida;SN50540;18.04.2021 15:00;0;17,7;17;4,7
Bergen - Florida;SN50540;18.04.2021 16:00;0;17,2;15,5;5
Bergen - Florida;SN50540;18.04.2021 17:00;0;16,1;15,3;4,4
Bergen - Florida;SN50540;18.04.2021 18:00;0;15,8;13,7;4,1
Bergen - Florida;SN50540;18.04.2021 19:00;0;13,7;11,6;4,1
Bergen - Florida;SN50540;18.04.2021 20:00;0;11,6;10,5;3,8
Bergen - Florida;SN50540;18.04.2021 21:00;0;10,4;8,5;2,4
Bergen - Florida;SN50540;18.04.2021 22:00;0;8,6;6,9;1,2
Bergen - Florida;SN50540;18.04.2021 23:00;0;7,1;6,6;1,5
Bergen - Florida;SN50540;19.04.2021 00:00;0;6,6;5,6;0,8
Bergen - Florida;SN50540;19.04.2021 01:00;0;5,6;5,1;1,1
Bergen - Florida;SN50540;19.04.2021 02:00;0;5,7;4,9;1,5
Bergen - Florida;SN50540;19.04.2021 03:00;0;5,1;4,5;1,3
Bergen - Florida;SN50540;19.04.2021 04:00;0;5,1;4,4;1,4
Bergen - Florida;SN50540;19.04.2021 05:00;0;4,5;3,8;1,6
Bergen - Florida;SN50540;19.04.2021 06:00;0;4,2;3,8;1,7
Bergen - Florida;SN50540;19.04.2021 07:00;0;5,7;4,1;1,4
Bergen - Florida;SN50540;19.04.2021 08:00;0;9;5,7;1,2
Bergen - Florida;SN50540;19.04.2021 09:00;0;11,9;8,9;0,5
Bergen - Florida;SN50540;19.04.2021 10:00;0;15,1;11,9;0,6
Bergen - Florida;SN50540;19.04.2021 11:00;0;17,6;14,9;1,3
Bergen - Florida;SN50540;19.04.2021 12:00;0;18,4;17;4,1
Bergen - Florida;SN50540;19.04.2021 13:00;0;18,7;17,6;5,9
Bergen - Florida;SN50540;19.04.2021 14:00;0;18,8;18;5,2
Bergen - Florida;SN50540;19.04.2021 15:00;0;19,1;18;5
Bergen - Florida;SN50540;19.04.2021 16:00;0;19;17,8;6
Bergen - Florida;SN50540;19.04.2021 17:00;0;17,7;15,4;4,8
Bergen - Florida;SN50540;19.04.2021 18:00;0;15,6;13,3;6,1
Bergen - Florida;SN50540;19.04.2021 19:00;0;13,3;12,1;6,6
Bergen - Florida;SN50540;19.04.2021 20:00;0;12;10,8;3,5
Bergen - Florida;SN50540;19.04.2021 21:00;0;10,7;9,7;2,4
Bergen - Florida;SN50540;19.04.2021 22:00;0;9,7;8,8;2,7
Bergen - Florida;SN50540;19.04.2021 23:00;0;9,4;8,3;2,9
Bergen - Florida;SN50540;20.04.2021 00:00;0;8,2;7,9;3,6
Bergen - Florida;SN50540;20.04.2021 01:00;0;8,4;7,4;4,5
Bergen - Florida;SN50540;20.04.2021 02:00;0;8,5;8,2;4,5
Bergen - Florida;SN50540;20.04.2021 03:00;0;8,2;7,8;3,9
Bergen - Florida;SN50540;20.04.2021 04:00;0;8,5;7,5;3,9
Bergen - Florida;SN50540;20.04.2021 05:00;0;8;7;5,1
Bergen - Florida;SN50540;20.04.2021 06:00;0;8,2;7,8;5,1
Bergen - Florida;SN50540;20.04.2021 07:00;0;8,8;8;4,5
